Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,55432,Married,Star,Standard,926
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,63291,Married,Star,Standard,803
Ontario,Toronto,M8Y 4K8,Male,Bachelor,50432,Married,Nova,Standard,540
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80351,Married,Nova,Standard,596
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,59647,Married,Aurora,Standard,1302
Saskatchewan,Regina,S6J 3G0,Male,Bachelor,50091,Single,Star,Standard,1301
British Columbia,Vancouver,V1E 4R6,Male,High School or Below,43337,Married,Nova,Standard,1176
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,81741,Divorced,Nova,Standard,582
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,66507,Married,Star,Standard,404
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77619,Married,Aurora,Standard,1135
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,54675,Married,Star,Standard,1427
Ontario,Toronto,P5S 6R4,Male,Bachelor,75704,Single,Star,Standard,1908
Alberta,Edmonton,T9G 1W3,Female,Bachelor,70916,Divorced,Aurora,Standard,1291
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,59490,Married,Nova,Standard,2628
Quebec,Montreal,H2T 2J6,Male,Bachelor,69080,Married,Nova,Standard,720
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,57434,Married,Star,Standard,2069
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,58907,Married,Star,Standard,578
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,65763,Married,Star,Standard,1715
Quebec,Quebec City,G1B 3L5,Male,Bachelor,52779,Married,Aurora,Standard,336
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,50458,Married,Aurora,2023 Promotion,1698
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,71908,Married,Nova,Standard,617
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57851,Married,Star,Standard,1496
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49817,Married,Aurora,Standard,875
Quebec,Montreal,H2Y 4R4,Female,Bachelor,65088,Married,Star,2023 Promotion,1372
Quebec,Montreal,H4G 3T4,Male,Bachelor,54417,Single,Aurora,Standard,1056
British Columbia,Kelowna,V09 2E9,Female,Bachelor,61506,Married,Nova,Standard,700
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,57809,Divorced,Nova,Standard,750
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,57627,Married,Star,Standard,518
Quebec,Montreal,H4G 3T4,Male,Bachelor,76592,Married,Aurora,Standard,1064
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,67709,Divorced,Aurora,Standard,427
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80816,Single,Nova,Standard,1317
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,66699,Married,Star,Standard,460
Ontario,Kingston,M9K 2P4,Female,Bachelor,56193,Divorced,Aurora,Standard,1647
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,74802,Divorced,Star,Standard,1431
Ontario,London,M5B 3E4,Female,Bachelor,60997,Married,Star,Standard,2584
British Columbia,Victoria,V10 6T5,Female,Bachelor,61911,Married,Aurora,Standard,1100
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,51878,Married,Aurora,Standard,1118
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,64692,Single,Star,Standard,1644
Quebec,Montreal,H2Y 4R4,Female,High School or Below,78318,Married,Aurora,Standard,1649
Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460,Married,Star,Standard,499
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,66388,Single,Star,Standard,2393
Ontario,Toronto,M2Z 4K1,Female,Bachelor,80516,Married,Nova,Standard,479
Quebec,Montreal,H2T 2J6,Female,High School or Below,63577,Married,Star,Standard,1088
Ontario,Toronto,P5S 6R4,Female,High School or Below,69448,Married,Star,Standard,956
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54794,Married,Star,Standard,1045
Saskatchewan,Regina,S1J 3C5,Male,High School or Below,73479,Married,Aurora,Standard,1065
Ontario,Ottawa,K1F 2R2,Male,Bachelor,50930,Married,Aurora,Standard,554
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66461,Married,Star,Standard,1767
Quebec,Montreal,H2Y 2W2,Female,Bachelor,77037,Married,Aurora,Standard,1288
Ontario,Toronto,P1J 8T7,Male,Bachelor,78382,Married,Aurora,Standard,383
Ontario,Trenton,K8V 4B2,Male,Bachelor,49612,Divorced,Aurora,2023 Promotion,2250
Ontario,Toronto,P1W 1K4,Male,Bachelor,61809,Married,Star,Standard,1038
Quebec,Montreal,H2T 9K8,Female,Bachelor,61769,Married,Nova,Standard,371
Quebec,Montreal,H2Y 2W2,Male,Bachelor,54384,Married,Star,Standard,349
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,57608,Married,Aurora,Standard,636
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,28295,Married,Star,2023 Promotion,600
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,48317,Single,Star,Standard,973
Ontario,Toronto,M2Z 4K1,Female,Bachelor,51283,Divorced,Star,Standard,1088
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,43280,Married,Nova,Standard,1035
Quebec,Montreal,H2T 9K8,Female,Bachelor,57119,Married,Nova,Standard,1299
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,61561,Married,Nova,Standard,1147
Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,57510,Single,Star,Standard,1269
Ontario,Toronto,P2T 6G3,Male,Bachelor,52406,Single,Nova,Standard,2134
Quebec,Montreal,H2T 2J6,Male,Bachelor,76992,Married,Star,Standard,1760
Ontario,Trenton,K8V 4B2,Male,Bachelor,80816,Single,Star,Standard,1209
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,63965,Married,Aurora,Standard,567
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,52779,Married,Star,Standard,617
Ontario,Toronto,M2M 6J7,Female,High School or Below,60894,Married,Nova,Standard,612
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,60458,Married,Star,Standard,490
Quebec,Montreal,H2Y 2W2,Female,Bachelor,60582,Divorced,Star,Standard,984
Ontario,Ottawa,K1F 2R2,Male,Bachelor,67375,Married,Aurora,Standard,886
Ontario,Toronto,M1R 4K3,Male,Bachelor,70559,Married,Star,Standard,1043
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58729,Married,Nova,Standard,1906
Ontario,Toronto,M2M 6J7,Female,Bachelor,48191,Married,Star,Standard,1416
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,65219,Married,Star,Standard,1585
Alberta,Calgary,T3E 2V9,Female,Bachelor,66990,Married,Star,Standard,373
Ontario,Ottawa,K1F 2R2,Female,Bachelor,57634,Married,Nova,Standard,840
Ontario,Toronto,M1R 4K3,Male,Bachelor,60563,Married,Star,Standard,879
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,57975,Married,Nova,Standard,1158
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,61203,Married,Nova,Standard,2129
Ontario,Ottawa,K1F 2R2,Female,Bachelor,76825,Married,Star,Standard,548
Alberta,Banff,T4V 1D4,Male,Bachelor,77935,Married,Nova,Standard,984
Quebec,Quebec City,G1B 3L5,Male,Master,75891,Divorced,Nova,Standard,547
Ontario,Sudbury,M5V 1G5,Female,Bachelor,79488,Married,Aurora,Standard,1209
British Columbia,Victoria,V10 6T5,Female,Bachelor,62229,Single,Nova,Standard,957
Quebec,Montreal,H2Y 4R4,Male,Bachelor,73382,Single,Aurora,Standard,1895
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,64138,Married,Star,Standard,1095
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,78830,Married,Star,Standard,538
British Columbia,Victoria,V10 6T5,Male,Bachelor,72294,Married,Aurora,Standard,454
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55040,Single,Aurora,Standard,1045
Quebec,Montreal,H2T 9K8,Male,Bachelor,64373,Married,Aurora,Standard,747
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74849,Married,Nova,Standard,426
Quebec,Hull,J8Y 3Z5,Female,High School or Below,45229,Single,Star,Standard,368
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,77200,Married,Star,Standard,354
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78679,Single,Star,Standard,426
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,22425,Married,Nova,2023 Promotion,332
Ontario,Toronto,M8Y 4K8,Female,Bachelor,68839,Married,Star,Standard,301
Ontario,Toronto,P1W 1K4,Female,Bachelor,53496,Single,Nova,Standard,454
Quebec,Montreal,H2T 2J6,Female,Bachelor,71419,Married,Star,Standard,1480
Quebec,Montreal,H2Y 2W2,Female,Bachelor,59265,Married,Nova,Standard,1947
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70933,Married,Star,Standard,957
Quebec,Tremblant,H5Y 2S9,Female,Doctor,66360,Married,Star,Standard,998
Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,59639,Married,Nova,Standard,1109
Quebec,Montreal,H2T 2J6,Female,High School or Below,69587,Married,Star,Standard,506
Quebec,Montreal,H2T 2J6,Female,Bachelor,64692,Single,Star,Standard,787
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,52256,Married,Nova,Standard,311
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,51935,Divorced,Star,2023 Promotion,441
Ontario,Toronto,P1J 8T7,Male,Bachelor,78372,Married,Nova,Standard,612
Ontario,Trenton,K8V 4B2,Male,Bachelor,54457,Divorced,Star,Standard,1148
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81975,Single,Aurora,Standard,561
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,64165,Married,Nova,Standard,383
Ontario,Toronto,P2T 6G3,Female,Bachelor,71380,Married,Nova,Standard,488
Ontario,Toronto,P1W 1K4,Female,High School or Below,47663,Married,Star,Standard,992
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,56692,Single,Nova,Standard,840
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,53557,Married,Nova,Standard,760
Alberta,Edmonton,T9G 1W3,Male,Bachelor,73572,Married,Star,Standard,1173
Ontario,Kingston,M9K 2P4,Male,Bachelor,75819,Married,Star,Standard,447
Quebec,Montreal,H2T 9K8,Female,Bachelor,51337,Married,Star,Standard,1614
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47702,Married,Nova,Standard,1208
Ontario,Toronto,P1J 8T7,Male,Bachelor,54457,Divorced,Star,Standard,1220
Ontario,Toronto,M2M 7K8,Female,Bachelor,55667,Single,Star,Standard,934
Ontario,Ottawa,K1F 2R2,Female,Bachelor,77282,Married,Star,Standard,1113
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50800,Divorced,Nova,Standard,3664
Ontario,Toronto,P1J 8T7,Male,Bachelor,82681,Married,Nova,Standard,859
Quebec,Hull,J8Y 3Z5,Male,Bachelor,49677,Divorced,Aurora,Standard,1155
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71816,Married,Aurora,Standard,416
Ontario,Trenton,K8V 4B2,Female,Bachelor,72435,Single,Star,Standard,1042
Alberta,Edmonton,T9G 1W3,Male,Bachelor,64619,Divorced,Star,Standard,1214
Alberta,Peace River,T9O 2W2,Female,Bachelor,56870,Married,Nova,Standard,1410
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,75105,Married,Aurora,Standard,1031
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82755,Divorced,Star,Standard,3294
Quebec,Montreal,H2Y 2W2,Male,Bachelor,50254,Married,Nova,Standard,1417
Quebec,Quebec City,G1B 3L5,Female,Bachelor,61965,Married,Nova,Standard,1280
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,53061,Married,Aurora,2023 Promotion,1583
Ontario,London,M5B 3E4,Male,Bachelor,80229,Married,Aurora,Standard,1602
Quebec,Quebec City,G1B 3L5,Male,Bachelor,76018,Married,Nova,Standard,781
Ontario,Toronto,P2T 6G3,Male,Bachelor,50905,Married,Aurora,Standard,877
Saskatchewan,Regina,S6J 3G0,Male,Bachelor,71922,Married,Nova,Standard,1792
Quebec,Montreal,H2T 9K8,Female,Bachelor,63372,Married,Star,Standard,502
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,82735,Single,Nova,Standard,405
Ontario,Toronto,P2T 6G3,Female,Bachelor,65099,Divorced,Nova,Standard,1914
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,63830,Divorced,Star,Standard,2454
Ontario,Trenton,K8V 4B2,Female,Bachelor,82910,Divorced,Aurora,Standard,2349
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,53421,Single,Star,Standard,998
Ontario,Kingston,M9K 2P4,Male,Bachelor,73828,Single,Aurora,Standard,1364
British Columbia,Vancouver,V5R 1W3,Male,Doctor,56291,Married,Star,Standard,489
Ontario,Toronto,M2M 7K8,Female,High School or Below,68178,Married,Aurora,Standard,316
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,52352,Married,Aurora,Standard,524
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61305,Divorced,Nova,Standard,650
Quebec,Montreal,H2Y 4R4,Male,Master,82940,Married,Star,Standard,1090
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,66488,Married,Nova,Standard,1473
Ontario,Toronto,M2P 4F6,Female,Bachelor,74720,Single,Star,Standard,1227
Ontario,Toronto,P1J 8T7,Male,Bachelor,58430,Married,Nova,Standard,1843
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81696,Single,Star,Standard,1217
Quebec,Montreal,H2Y 2W2,Male,Bachelor,66632,Single,Star,Standard,307
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78881,Divorced,Aurora,Standard,933
Quebec,Montreal,H2Y 2W2,Female,Bachelor,78974,Divorced,Star,Standard,1067
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54979,Married,Nova,Standard,604
Quebec,Quebec City,G1B 3L5,Female,Bachelor,55781,Single,Nova,Standard,392
Ontario,Toronto,M1R 4K3,Female,Bachelor,71204,Single,Star,Standard,548
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,74971,Married,Aurora,Standard,1221
Alberta,Banff,T4V 1D4,Male,Bachelor,68546,Single,Nova,Standard,359
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72646,Married,Aurora,Standard,855
Ontario,Kingston,M9K 2P4,Female,Doctor,75517,Divorced,Star,Standard,1335
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,82147,Single,Nova,2023 Promotion,416
Ontario,Toronto,M2M 7K8,Female,Bachelor,48814,Married,Aurora,Standard,402
Quebec,Montreal,H2T 9K8,Female,Bachelor,47887,Single,Star,Standard,521
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50663,Married,Star,Standard,941
Ontario,Toronto,M2M 7K8,Female,High School or Below,73956,Married,Aurora,Standard,2795
Ontario,Toronto,P1J 8T7,Female,Bachelor,52718,Married,Star,Standard,1592
Manitoba,Winnipeg,R2C 0M5,Female,Master,82940,Married,Star,Standard,1861
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,82074,Married,Star,2018 Promotion,313
British Columbia,Vancouver,V6E 3Z3,Male,Master,71038,Married,Nova,Standard,392
Ontario,Toronto,P1L 8X8,Female,Bachelor,56468,Married,Aurora,Standard,588
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54857,Married,Nova,Standard,374
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70905,Married,Star,Standard,358
Quebec,Montreal,H2Y 2W2,Female,Bachelor,65068,Married,Nova,Standard,1686
Quebec,Quebec City,G1B 3L5,Female,High School or Below,65673,Single,Nova,Standard,1489
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,80978,Single,Nova,Standard,670
Ontario,Toronto,P1J 8T7,Male,Bachelor,57464,Married,Nova,Standard,457
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,58127,Divorced,Nova,Standard,1192
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,50471,Married,Star,Standard,541
Alberta,Banff,T4V 1D4,Female,Bachelor,74158,Married,Nova,Standard,995
Ontario,Toronto,M8Y 4K8,Female,Bachelor,52971,Married,Nova,Standard,1674
British Columbia,Vancouver,V5R 1W3,Female,High School or Below,55043,Married,Star,Standard,1014
Ontario,Trenton,K8V 4B2,Male,Bachelor,79531,Married,Star,Standard,1660
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47715,Divorced,Star,Standard,349
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,66679,Married,Nova,Standard,510
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,54482,Single,Aurora,Standard,494
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59621,Married,Aurora,Standard,744
Ontario,Trenton,K8V 4B2,Female,Bachelor,50458,Married,Nova,Standard,326
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,66259,Divorced,Nova,Standard,1498
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,51930,Married,Star,Standard,601
Quebec,Montreal,H2Y 2W2,Male,High School or Below,72896,Divorced,Star,Standard,1699
Quebec,Quebec City,G1B 3L5,Male,Bachelor,66041,Divorced,Nova,Standard,630
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,62247,Married,Star,2023 Promotion,420
Ontario,Sudbury,M5V 1G5,Male,High School or Below,67765,Divorced,Nova,Standard,1815
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,78660,Married,Nova,Standard,1423
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,57150,Single,Star,Standard,775
Saskatchewan,Regina,S6J 3G0,Male,Bachelor,53481,Married,Star,2023 Promotion,745
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57974,Single,Aurora,Standard,1222
Ontario,Toronto,P2T 6G3,Male,Bachelor,59834,Married,Star,Standard,1240
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54792,Divorced,Star,Standard,383
Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,76286,Married,Nova,Standard,1123
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,72900,Married,Star,Standard,706
Alberta,Peace River,T9O 2W2,Female,Bachelor,49175,Single,Nova,Standard,686
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62617,Married,Star,2023 Promotion,2894
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,78372,Married,Nova,Standard,1441
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,70384,Single,Nova,Standard,1006
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,66210,Married,Aurora,Standard,620
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55950,Divorced,Star,Standard,1407
Ontario,Trenton,K8V 4B2,Female,Bachelor,49504,Married,Nova,Standard,460
Ontario,Toronto,P1W 1K4,Female,Bachelor,51111,Single,Star,Standard,958
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,55009,Married,Nova,Standard,633
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73449,Single,Nova,2023 Promotion,1828
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,58446,Single,Nova,Standard,2047
Ontario,Kingston,M9K 2P4,Female,Bachelor,55206,Married,Star,Standard,1219
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57499,Married,Aurora,2023 Promotion,1227
Quebec,Montreal,H2T 2J6,Female,Bachelor,75827,Married,Star,Standard,607
Ontario,Toronto,P2T 6G3,Male,Bachelor,67697,Single,Star,Standard,1369
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,75668,Married,Nova,Standard,328
Quebec,Hull,J8Y 3Z5,Female,Bachelor,59709,Married,Star,Standard,518
Ontario,London,M5B 3E4,Male,Bachelor,74428,Divorced,Nova,Standard,1266
Ontario,Toronto,P1J 8T7,Female,Bachelor,32020,Married,Nova,2023 Promotion,414
Quebec,Hull,J8Y 3Z5,Male,Bachelor,61758,Divorced,Nova,Standard,1950
Alberta,Banff,T4V 1D4,Male,Bachelor,76899,Married,Nova,Standard,444
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74415,Married,Aurora,Standard,1340
Alberta,Edmonton,T9G 1W3,Female,High School or Below,55043,Married,Star,Standard,1117
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,82234,Married,Star,Standard,520
Ontario,Trenton,K8V 4B2,Male,Bachelor,61518,Married,Star,Standard,800
Ontario,Trenton,K8V 4B2,Female,Bachelor,58311,Divorced,Nova,Standard,1594
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,77464,Single,Aurora,Standard,1849
Ontario,Sudbury,M5V 1G5,Male,Bachelor,54610,Single,Star,Standard,452
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,64756,Married,Nova,Standard,440
Ontario,Toronto,P1J 8T7,Male,Bachelor,52671,Married,Aurora,Standard,733
Quebec,Hull,J8Y 3Z5,Female,Bachelor,52659,Married,Aurora,Standard,592
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,54522,Divorced,Star,Standard,427
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48629,Married,Star,Standard,2050
Ontario,Toronto,M2Z 4K1,Female,Bachelor,74408,Married,Nova,Standard,588
Ontario,Toronto,M2P 4F6,Male,Bachelor,55909,Married,Star,Standard,998
Quebec,Montreal,H2T 9K8,Male,Bachelor,50332,Married,Star,Standard,766
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,81116,Divorced,Nova,Standard,855
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,75567,Single,Star,2023 Promotion,1022
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,72506,Single,Nova,Standard,351
Quebec,Quebec City,G1B 3L5,Female,Bachelor,65096,Single,Aurora,Standard,1573
Quebec,Montreal,H3T 8L4,Female,Bachelor,53751,Single,Star,2023 Promotion,2059
Ontario,Toronto,P1J 8T7,Male,Bachelor,77844,Single,Star,Standard,376
Quebec,Montreal,H2Y 2W2,Female,Bachelor,75400,Single,Star,Standard,2114
Alberta,Edmonton,T9G 1W3,Male,Bachelor,63094,Married,Nova,Standard,391
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,58405,Married,Nova,Standard,1171
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69917,Married,Star,Standard,372
Quebec,Montreal,H2T 9K8,Female,Bachelor,74415,Married,Aurora,Standard,726
Ontario,Toronto,M1R 4K3,Male,Bachelor,48405,Divorced,Aurora,Standard,327
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,76300,Married,Star,Standard,386
Ontario,Kingston,M9K 2P4,Female,Bachelor,58588,Single,Aurora,Standard,373
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73543,Married,Nova,Standard,1509
Ontario,Toronto,P2T 6G3,Male,Bachelor,29207,Married,Nova,2023 Promotion,469
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,59667,Married,Star,Standard,1818
Quebec,Montreal,H2T 2J6,Female,Bachelor,76645,Married,Aurora,Standard,541
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,56465,Divorced,Nova,2018 Promotion,1109
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,47715,Divorced,Star,Standard,564
Ontario,Sudbury,M5V 1G5,Male,Bachelor,50775,Single,Star,Standard,2423
Ontario,Toronto,M2P 4F6,Male,Bachelor,49618,Married,Star,Standard,448
Ontario,Kingston,M9K 2P4,Male,Bachelor,68256,Married,Star,Standard,503
Quebec,Montreal,H2Y 4R4,Female,High School or Below,75068,Divorced,Nova,2023 Promotion,398
Quebec,Montreal,H2T 9K8,Female,Bachelor,53061,Married,Aurora,Standard,668
Ontario,Ottawa,K1F 2R2,Female,High School or Below,46225,Married,Aurora,Standard,370
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,57551,Married,Aurora,Standard,1300
Ontario,Toronto,M1R 4K3,Male,Bachelor,54529,Married,Star,Standard,1997
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,68599,Married,Star,Standard,1534
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70705,Married,Star,Standard,452
Ontario,Trenton,K8V 4B2,Male,Bachelor,48601,Divorced,Star,2023 Promotion,2145
